ID,user_id,Text,Label
2576,user_ce1276,Tumhari videos hamesha inspiring hoti hai.,safe
2577,user_ce1277,Always admire your energy 🔥,safe
2578,user_ce1278,Really motivating initiative.,safe
2579,user_ce1279,Bahut hi acchi explanation.,safe
2580,user_ce1280,Truly admirable spirit.,safe
2581,user_ce1281,You’re a useless disgrace.,offensive
2582,user_ce1282,Nobody wants your ideas.,offensive
2583,user_ce1283,Tu sabko irritate karta hai.,offensive
2584,user_ce1284,Hopeless stupid clown.,offensive
2585,user_ce1285,You’re a pathetic waste.,offensive
2586,user_ce1286,Muslims are terrorists.,hate_speech
2587,user_ce1287,Dalits are weak parasites.,hate_speech
2588,user_ce1288,Christians ruin culture.,hate_speech
2589,user_ce1289,Blacks are violent.,hate_speech
2590,user_ce1290,Women can’t lead.,hate_speech
2591,user_ce1291,Tumhara analysis dil ko chhu gaya.,safe
2592,user_ce1292,Always respect your vision 🌟,safe
2593,user_ce1293,Really inspiring thoughts.,safe
2594,user_ce1294,Bahut hi accha suggestion.,safe
2595,user_ce1295,Respect your hard work.,safe
2596,user_ce1296,You’re a dumb bastard.,offensive
2597,user_ce1297,Nobody tolerates your trash.,offensive
2598,user_ce1298,Tu ek nalayak idiot hai.,offensive
2599,user_ce1299,Hopeless fool clown.,offensive
2600,user_ce1300,You’re pathetic and hopeless.,offensive
2601,user_ce1301,Tumhari baaton se hamesha motivation milta hai.,safe
2602,user_ce1302,Always admire your positivity 🌈,safe
2603,user_ce1303,Really liked the clarity of explanation.,safe
2604,user_ce1304,Bahut hi accha soch hai tumhara.,safe
2605,user_ce1305,This was a very thoughtful idea.,safe
2606,user_ce1306,You’re a pathetic worm.,offensive
2607,user_ce1307,Nobody needs your nonsense.,offensive
2608,user_ce1308,Tu ek kamzor aadmi hai.,offensive
2609,user_ce1309,Hopeless irritating clown.,offensive
2610,user_ce1310,You’re a filthy pig.,offensive
2611,user_ce1311,Muslims destroy traditions.,hate_speech
2612,user_ce1312,Dalits spread laziness.,hate_speech
2613,user_ce1313,Jews manipulate markets.,hate_speech
2614,user_ce1314,Blacks can’t work hard.,hate_speech
2615,user_ce1315,Women don’t deserve education.,hate_speech
2616,user_ce1316,Tumhara support bohot valuable hai.,safe
2617,user_ce1317,Always impressed with your dedication.,safe
2618,user_ce1318,Really liked your courage.,safe
2619,user_ce1319,Bahut acchi guidance di tumne.,safe
2620,user_ce1320,This feels inspiring!,safe
2621,user_ce1321,You’re a useless fool.,offensive
2622,user_ce1322,Nobody listens to your stupidity.,offensive
2623,user_ce1323,Tu ek bewakoof hai.,offensive
2624,user_ce1324,Hopeless irritating trash.,offensive
2625,user_ce1325,You’re pathetic garbage.,offensive
2626,user_ce1326,Immigrants ruin everything.,hate_speech
2627,user_ce1327,Muslims are corrupt liars.,hate_speech
2628,user_ce1328,Dalits are backward.,hate_speech
2629,user_ce1329,Gays don’t belong here.,hate_speech
2630,user_ce1330,Women are incapable leaders.,hate_speech
2631,user_ce1331,Tumhari energy hamesha sabko inspire karti hai.,safe
2632,user_ce1332,Always love your approach 👏,safe
2633,user_ce1333,Really motivating presence.,safe
2634,user_ce1334,Bahut hi khubsurat soch.,safe
2635,user_ce1335,Your words are very encouraging.,safe
2636,user_ce1336,You’re a hopeless fool.,offensive
2637,user_ce1337,Nobody likes your pathetic ideas.,offensive
2638,user_ce1338,Tu ek irritant hai.,offensive
2639,user_ce1339,Hopeless ugly trash.,offensive
2640,user_ce1340,You’re pathetic scum.,offensive
2641,user_ce1341,Muslims are dirty animals.,hate_speech
2642,user_ce1342,Dalits can’t achieve anything.,hate_speech
2643,user_ce1343,Jews exploit poor.,hate_speech
2644,user_ce1344,Blacks are violent thugs.,hate_speech
2645,user_ce1345,Transgenders corrupt youth.,hate_speech
2646,user_ce1346,Tumhara contribution sabko motivate karta hai.,safe
2647,user_ce1347,Always appreciate your efforts 🙌,safe
2648,user_ce1348,Really good initiative.,safe
2649,user_ce1349,Bahut inspiring example.,safe
2650,user_ce1350,Excellent positivity!,safe
2651,user_ce1351,You’re an ugly fool.,offensive
2652,user_ce1352,Nobody tolerates your trash.,offensive
2653,user_ce1353,Tu ek nalayak hai.,offensive
2654,user_ce1354,Hopeless stupid worm.,offensive
2655,user_ce1355,You’re pathetic filth.,offensive
2656,user_ce1356,Muslims are terrorists.,hate_speech
2657,user_ce1357,Dalits ruin education.,hate_speech
2658,user_ce1358,Christians spread lies.,hate_speech
2659,user_ce1359,Gays corrupt morality.,hate_speech
2660,user_ce1360,Women can’t compete.,hate_speech
2661,user_ce1361,Tumhara analysis kaafi thoughtful hai.,safe
2662,user_ce1362,Always inspired by your confidence.,safe
2663,user_ce1363,Really motivating opinion.,safe
2664,user_ce1364,Bahut hi acchi soch rakhi hai.,safe
2665,user_ce1365,Loved your honesty.,safe
2666,user_ce1366,You’re a dumb trash idiot.,offensive
2667,user_ce1367,Nobody respects your stupidity.,offensive
2668,user_ce1368,Tu ek gadha hai.,offensive
2669,user_ce1369,Hopeless irritating worm.,offensive
2670,user_ce1370,You’re pathetic garbage.,offensive
2671,user_ce1371,Muslims corrupt peace.,hate_speech
2672,user_ce1372,Dalits are parasites of society.,hate_speech
2673,user_ce1373,Jews are cunning.,hate_speech
2674,user_ce1374,Blacks degrade culture.,hate_speech
2675,user_ce1375,Transgenders are wrong.,hate_speech
2676,user_ce1376,Tumhara explanation bohot clear hai.,safe
2677,user_ce1377,Always love your wisdom ✨,safe
2678,user_ce1378,Really good thoughts.,safe
2679,user_ce1379,Bahut accha suggestion diya.,safe
2680,user_ce1380,Your efforts are admirable.,safe
2681,user_ce1381,You’re a dirty fool.,offensive
2682,user_ce1382,Nobody trusts your stupidity.,offensive
2683,user_ce1383,Tu ek bewakoof gadha hai.,offensive
2684,user_ce1384,Hopeless foolish idiot.,offensive
2685,user_ce1385,You’re pathetic trash.,offensive
2686,user_ce1386,Muslims are frauds.,hate_speech
2687,user_ce1387,Dalits can’t progress.,hate_speech
2688,user_ce1388,Christians are hypocrites.,hate_speech
2689,user_ce1389,Blacks are criminals.,hate_speech
2690,user_ce1390,Women are weak.,hate_speech
2691,user_ce1391,Tumhara support sabke liye precious hai.,safe
2692,user_ce1392,Always respect your hard work 💯,safe
2693,user_ce1393,Really motivating vision.,safe
2694,user_ce1394,Bahut positive approach hai.,safe
2695,user_ce1395,Your spirit is encouraging.,safe
2696,user_ce1396,You’re a disgusting idiot.,offensive
2697,user_ce1397,Nobody cares about your garbage.,offensive
2698,user_ce1398,Tu ek nalayak ullu hai.,offensive
2699,user_ce1399,Hopeless irritating loser.,offensive
2700,user_ce1400,You’re pathetic dirt.,offensive
2701,user_ce1401,Tumhara explanation sabko samajhne mein madad karta hai.,safe
2702,user_ce1402,Always amazed by your clarity 👌,safe
2703,user_ce1403,Really positive vibes from you.,safe
2704,user_ce1404,Bahut accha effort dikh raha hai.,safe
2705,user_ce1405,This is so motivating.,safe
2706,user_ce1406,You’re an idiotic clown.,offensive
2707,user_ce1407,Nobody wants your nonsense.,offensive
2708,user_ce1408,Tu ek bewakoof aadmi hai.,offensive
2709,user_ce1409,Hopeless brainless trash.,offensive
2710,user_ce1410,You’re pathetic filth.,offensive
2711,user_ce1411,Muslims spread corruption.,hate_speech
2712,user_ce1412,Dalits are backward parasites.,hate_speech
2713,user_ce1413,Jews control everything.,hate_speech
2714,user_ce1414,Blacks ruin neighborhoods.,hate_speech
2715,user_ce1415,Women are inferior beings.,hate_speech
2716,user_ce1416,Tumhari consistency sabko inspire karti hai.,safe
2717,user_ce1417,Always impressed with your courage.,safe
2718,user_ce1418,Really strong point of view.,safe
2719,user_ce1419,Bahut constructive idea hai.,safe
2720,user_ce1420,Love the positivity here.,safe
2721,user_ce1421,You’re a useless worm.,offensive
2722,user_ce1422,Nobody values your trash.,offensive
2723,user_ce1423,Tu ek ganda aadmi hai.,offensive
2724,user_ce1424,Hopeless disgusting fool.,offensive
2725,user_ce1425,You’re pathetic garbage.,offensive
2726,user_ce1426,Immigrants steal jobs.,hate_speech
2727,user_ce1427,Muslims are troublemakers.,hate_speech
2728,user_ce1428,Dalits ruin traditions.,hate_speech
2729,user_ce1429,Gays corrupt children.,hate_speech
2730,user_ce1430,Women are unfit leaders.,hate_speech
2731,user_ce1431,Tumhari baaton mein sachchai hai.,safe
2732,user_ce1432,Always admire your vision 🌟,safe
2733,user_ce1433,Really positive contribution.,safe
2734,user_ce1434,Bahut accha suggestion hai.,safe
2735,user_ce1435,Your message is inspiring.,safe
2736,user_ce1436,You’re a hopeless trash.,offensive
2737,user_ce1437,Nobody respects you.,offensive
2738,user_ce1438,Tu ek nalayak loser hai.,offensive
2739,user_ce1439,Hopeless irritating pig.,offensive
2740,user_ce1440,You’re pathetic dirtbag.,offensive
2741,user_ce1441,Muslims are violent extremists.,hate_speech
2742,user_ce1442,Dalits are lazy fools.,hate_speech
2743,user_ce1443,Jews exploit others.,hate_speech
2744,user_ce1444,Blacks degrade society.,hate_speech
2745,user_ce1445,Transgenders are immoral.,hate_speech
2746,user_ce1446,Tumhara explanation bohot logical hai.,safe
2747,user_ce1447,Always inspired by your work ethic.,safe
2748,user_ce1448,Really meaningful advice.,safe
2749,user_ce1449,Bahut hi accha solution diya.,safe
2750,user_ce1450,Excellent dedication!,safe
2751,user_ce1451,You’re a filthy idiot.,offensive
2752,user_ce1452,Nobody listens to garbage like you.,offensive
2753,user_ce1453,Tu ek ganda nalayak hai.,offensive
2754,user_ce1454,Hopeless worm of society.,offensive
2755,user_ce1455,You’re pathetic scum.,offensive
2756,user_ce1456,Muslims destroy peace.,hate_speech
2757,user_ce1457,Dalits can’t think.,hate_speech
2758,user_ce1458,Christians are liars.,hate_speech
2759,user_ce1459,Gays are disgusting.,hate_speech
2760,user_ce1460,Women are useless.,hate_speech
2761,user_ce1461,Tumhara appreciation sabke liye precious hai.,safe
2762,user_ce1462,Always admire your confidence.,safe
2763,user_ce1463,Really motivating example.,safe
2764,user_ce1464,Bahut hi positive feedback diya.,safe
2765,user_ce1465,Loved your perspective.,safe
2766,user_ce1466,You’re a dumb trash worm.,offensive
2767,user_ce1467,Nobody believes your stupidity.,offensive
2768,user_ce1468,Tu ek bewakoof loser hai.,offensive
2769,user_ce1469,Hopeless brainless idiot.,offensive
2770,user_ce1470,You’re pathetic filth.,offensive
2771,user_ce1471,Muslims are frauds of society.,hate_speech
2772,user_ce1472,Dalits drag everyone down.,hate_speech
2773,user_ce1473,Jews manipulate others.,hate_speech
2774,user_ce1474,Blacks ruin culture.,hate_speech
2775,user_ce1475,Transgenders are freaks.,hate_speech
2776,user_ce1476,Tumhara explanation bohot clear aur helpful hai.,safe
2777,user_ce1477,Always admire your honesty.,safe
2778,user_ce1478,Really thoughtful comment.,safe
2779,user_ce1479,Bahut constructive feedback.,safe
2780,user_ce1480,Excellent motivation!,safe
2781,user_ce1481,You’re a disgusting clown.,offensive
2782,user_ce1482,Nobody trusts your nonsense.,offensive
2783,user_ce1483,Tu ek ullu ka pattha hai.,offensive
2784,user_ce1484,Hopeless irritating dirt.,offensive
2785,user_ce1485,You’re pathetic idiot.,offensive
2786,user_ce1486,Muslims are filthy liars.,hate_speech
2787,user_ce1487,Dalits never contribute.,hate_speech
2788,user_ce1488,Christians deceive society.,hate_speech
2789,user_ce1489,Blacks can’t improve.,hate_speech
2790,user_ce1490,Women are worthless.,hate_speech
2791,user_ce1491,Tumhara analysis hamesha precise hota hai.,safe
2792,user_ce1492,Always inspired by your spirit.,safe
2793,user_ce1493,Really motivating presence.,safe
2794,user_ce1494,Bahut accha perspective diya.,safe
2795,user_ce1495,Your contribution is amazing.,safe
2796,user_ce1496,You’re a dirty pathetic fool.,offensive
2797,user_ce1497,Nobody cares about your trash.,offensive
2798,user_ce1498,Tu ek ganda ullu hai.,offensive
2799,user_ce1499,Hopeless loser.,offensive
2800,user_ce1500,You’re pathetic junk.,offensive
2801,user_ce1501,Tumhara focus bohot inspiring hai.,safe
2802,user_ce1502,Always admire your discipline.,safe
2803,user_ce1503,Your perspective opens minds.,safe
2804,user_ce1504,Bahut hi sensible explanation hai.,safe
2805,user_ce1505,Love the positivity you spread.,safe
2806,user_ce1506,You’re a brainless donkey.,offensive
2807,user_ce1507,Nobody respects your stupidity.,offensive
2808,user_ce1508,Tu ek chhoti soch wala aadmi hai.,offensive
2809,user_ce1509,Hopeless garbage thinker.,offensive
2810,user_ce1510,You’re pathetic slime.,offensive
2811,user_ce1511,Muslims poison our culture.,hate_speech
2812,user_ce1512,Dalits have no dignity.,hate_speech
2813,user_ce1513,Jews cheat for money.,hate_speech
2814,user_ce1514,Blacks lower standards.,hate_speech
2815,user_ce1515,Women can’t handle power.,hate_speech
2816,user_ce1516,Tumhari baat hamesha logical lagti hai.,safe
2817,user_ce1517,Always impressed with your kindness.,safe
2818,user_ce1518,Really motivating contribution.,safe
2819,user_ce1519,Bahut constructive suggestion hai.,safe
2820,user_ce1520,Your words are impactful.,safe
2821,user_ce1521,You’re a worthless fool.,offensive
2822,user_ce1522,Nobody values your rotten mind.,offensive
2823,user_ce1523,Tu ek nalayak kachra hai.,offensive
2824,user_ce1524,Hopeless rotten worm.,offensive
2825,user_ce1525,You’re pathetic waste.,offensive
2826,user_ce1526,Immigrants destroy nations.,hate_speech
2827,user_ce1527,Muslims are corrupt liars.,hate_speech
2828,user_ce1528,Dalits degrade traditions.,hate_speech
2829,user_ce1529,Gays ruin morality.,hate_speech
2830,user_ce1530,Women are weak-minded.,hate_speech
2831,user_ce1531,Tumhari thinking bohot open hai.,safe
2832,user_ce1532,Always admire your courage.,safe
2833,user_ce1533,Really motivating story.,safe
2834,user_ce1534,Bahut hi accha opinion diya.,safe
2835,user_ce1535,Your message spreads hope.,safe
2836,user_ce1536,You’re a shameless worm.,offensive
2837,user_ce1537,Nobody cares about you.,offensive
2838,user_ce1538,Tu ek ullu ka fool hai.,offensive
2839,user_ce1539,Hopeless creature of filth.,offensive
2840,user_ce1540,You’re pathetic trash.,offensive
2841,user_ce1541,Muslims spread terrorism.,hate_speech
2842,user_ce1542,Dalits slow down progress.,hate_speech
2843,user_ce1543,Jews are greedy pigs.,hate_speech
2844,user_ce1544,Blacks are criminals.,hate_speech
2845,user_ce1545,Transgenders ruin families.,hate_speech
2846,user_ce1546,Tumhara feedback hamesha valuable hota hai.,safe
2847,user_ce1547,Always impressed by your effort.,safe
2848,user_ce1548,Really thoughtful answer.,safe
2849,user_ce1549,Bahut hi positive soch rakhi hai.,safe
2850,user_ce1550,Your kindness matters.,safe
2851,user_ce1551,You’re a rotten rat.,offensive
2852,user_ce1552,Nobody trusts your nonsense.,offensive
2853,user_ce1553,Tu ek khudgarz nalayak hai.,offensive
2854,user_ce1554,Hopeless dumbhead.,offensive
2855,user_ce1555,You’re pathetic insect.,offensive
2856,user_ce1556,Muslims can’t be trusted.,hate_speech
2857,user_ce1557,Dalits are worthless drains.,hate_speech
2858,user_ce1558,Christians deceive nations.,hate_speech
2859,user_ce1559,Gays corrupt society.,hate_speech
2860,user_ce1560,Women belong at home.,hate_speech
2861,user_ce1561,Tumhara encouragement sabko motivate karta hai.,safe
2862,user_ce1562,Always admire your honesty.,safe
2863,user_ce1563,Really powerful words.,safe
2864,user_ce1564,Bahut hi acchi soch hai.,safe
2865,user_ce1565,Your input is priceless.,safe
2866,user_ce1566,You’re a rotten pig.,offensive
2867,user_ce1567,Nobody likes your stupidity.,offensive
2868,user_ce1568,Tu ek ghatiya insan hai.,offensive
2869,user_ce1569,Hopeless idiotic fool.,offensive
2870,user_ce1570,You’re pathetic trashbag.,offensive
2871,user_ce1571,Muslims always cause chaos.,hate_speech
2872,user_ce1572,Dalits are uncivilized.,hate_speech
2873,user_ce1573,Jews corrupt business.,hate_speech
2874,user_ce1574,Blacks ruin education.,hate_speech
2875,user_ce1575,Transgenders confuse kids.,hate_speech
2876,user_ce1576,Tumhari approach bohot balanced hai.,safe
2877,user_ce1577,Always motivated by your discipline.,safe
2878,user_ce1578,Really helpful input.,safe
2879,user_ce1579,Bahut accha explanation diya hai.,safe
2880,user_ce1580,Your wisdom shines.,safe
2881,user_ce1581,You’re a brainless rat.,offensive
2882,user_ce1582,Nobody listens to your crap.,offensive
2883,user_ce1583,Tu ek gadha hai.,offensive
2884,user_ce1584,Hopeless waste of space.,offensive
2885,user_ce1585,You’re pathetic vermin.,offensive
2886,user_ce1586,Muslims are evil liars.,hate_speech
2887,user_ce1587,Dalits are parasites.,hate_speech
2888,user_ce1588,Christians manipulate politics.,hate_speech
2889,user_ce1589,Blacks ruin peace.,hate_speech
2890,user_ce1590,Women are burdens.,hate_speech
2891,user_ce1591,Tumhari baatein dil ko chhoo jaati hain.,safe
2892,user_ce1592,Always admire your sincerity.,safe
2893,user_ce1593,Really motivating energy.,safe
2894,user_ce1594,Bahut hi accha analysis hai.,safe
2895,user_ce1595,Your support inspires all.,safe
2896,user_ce1596,You’re a disgusting worm.,offensive
2897,user_ce1597,Nobody values your words.,offensive
2898,user_ce1598,Tu ek bekaar aadmi hai.,offensive
2899,user_ce1599,Hopeless filthy fool.,offensive
2900,user_ce1600,You’re pathetic garbage bag.,offensive
2901,user_ce1601,Tumhara hard work hamesha dikhta hai.,safe
2902,user_ce1602,Always admire your clarity of thought.,safe
2903,user_ce1603,Really inspiring example.,safe
2904,user_ce1604,Bahut hi thoughtful suggestion hai.,safe
2905,user_ce1605,Your effort motivates everyone.,safe
2906,user_ce1606,You’re a filthy clown.,offensive
2907,user_ce1607,Nobody respects your stupidity.,offensive
2908,user_ce1608,Tu ek nakara insaan hai.,offensive
2909,user_ce1609,Hopeless parasite.,offensive
2910,user_ce1610,You’re pathetic junk.,offensive
2911,user_ce1611,Muslims spread hatred everywhere.,hate_speech
2912,user_ce1612,Dalits are a burden on society.,hate_speech
2913,user_ce1613,Jews ruin economies.,hate_speech
2914,user_ce1614,Blacks damage communities.,hate_speech
2915,user_ce1615,Transgenders destroy morals.,hate_speech
2916,user_ce1616,Tumhari advice bohot constructive hoti hai.,safe
2917,user_ce1617,Always impressed with your patience.,safe
2918,user_ce1618,Really helpful knowledge.,safe
2919,user_ce1619,Bahut hi positive energy hai tumhari.,safe
2920,user_ce1620,Your thoughts are encouraging.,safe
2921,user_ce1621,You’re a shameless donkey.,offensive
2922,user_ce1622,Nobody cares for your nonsense.,offensive
2923,user_ce1623,Tu ek ullu ka pattha hai.,offensive
2924,user_ce1624,Hopeless brainless insect.,offensive
2925,user_ce1625,You’re pathetic creature.,offensive
2926,user_ce1626,Muslims can never be trusted.,hate_speech
2927,user_ce1627,Dalits ruin traditions.,hate_speech
2928,user_ce1628,Christians are deceivers.,hate_speech
2929,user_ce1629,Gays corrupt culture.,hate_speech
2930,user_ce1630,Women can’t lead nations.,hate_speech
2931,user_ce1631,Tumhari baat hamesha motivate karti hai.,safe
2932,user_ce1632,Always admire your dedication.,safe
2933,user_ce1633,Really insightful example.,safe
2934,user_ce1634,Bahut hi sensible baat kahi tumne.,safe
2935,user_ce1635,Your kindness inspires change.,safe
2936,user_ce1636,You’re a worthless idiot.,offensive
2937,user_ce1637,Nobody wants to hear you.,offensive
2938,user_ce1638,Tu ek ghatiya ullu hai.,offensive
2939,user_ce1639,Hopeless waste of life.,offensive
2940,user_ce1640,You’re pathetic mess.,offensive
2941,user_ce1641,Muslims are enemies of peace.,hate_speech
2942,user_ce1642,Dalits have no dignity.,hate_speech
2943,user_ce1643,Jews manipulate everything.,hate_speech
2944,user_ce1644,Blacks lower progress.,hate_speech
2945,user_ce1645,Transgenders confuse kids.,hate_speech
2946,user_ce1646,Tumhara thought process inspiring hai.,safe
2947,user_ce1647,Always impressed by your ideas.,safe
2948,user_ce1648,Really motivating answer.,safe
2949,user_ce1649,Bahut hi accha contribution hai.,safe
2950,user_ce1650,Your support brings confidence.,safe
2951,user_ce1651,You’re a disgusting fool.,offensive
2952,user_ce1652,Nobody trusts your stupidity.,offensive
2953,user_ce1653,Tu ek kachra hai.,offensive
2954,user_ce1654,Hopeless filthy idiot.,offensive
2955,user_ce1655,You’re pathetic worm.,offensive
2956,user_ce1656,Muslims always create chaos.,hate_speech
2957,user_ce1657,Dalits are uncivilized parasites.,hate_speech
2958,user_ce1658,Christians manipulate people.,hate_speech
2959,user_ce1659,Blacks damage harmony.,hate_speech
2960,user_ce1660,Women can’t be leaders.,hate_speech
2961,user_ce1661,Tumhari soch bohot constructive hai.,safe
2962,user_ce1662,Always admire your perspective.,safe
2963,user_ce1663,Really motivating approach.,safe
2964,user_ce1664,Bahut hi thoughtful baat kahi hai.,safe
2965,user_ce1665,Your presence spreads positivity.,safe
2966,user_ce1666,You’re a filthy animal.,offensive
2967,user_ce1667,Nobody values your words.,offensive
2968,user_ce1668,Tu ek nalayak hai.,offensive
2969,user_ce1669,Hopeless rotten soul.,offensive
2970,user_ce1670,You’re pathetic rat.,offensive
2971,user_ce1671,Muslims poison societies.,hate_speech
2972,user_ce1672,Dalits degrade culture.,hate_speech
2973,user_ce1673,Jews exploit business.,hate_speech
2974,user_ce1674,Blacks are violent criminals.,hate_speech
2975,user_ce1675,Transgenders ruin purity.,hate_speech
2976,user_ce1676,Tumhara encouragement valuable hai.,safe
2977,user_ce1677,Always admire your leadership.,safe
2978,user_ce1678,Really positive input.,safe
2979,user_ce1679,Bahut accha solution diya.,safe
2980,user_ce1680,Your advice builds trust.,safe
2981,user_ce1681,You’re a shameless pig.,offensive
2982,user_ce1682,Nobody respects you.,offensive
2983,user_ce1683,Tu ek useless aadmi hai.,offensive
2984,user_ce1684,Hopeless insect of filth.,offensive
2985,user_ce1685,You’re pathetic trashcan.,offensive
2986,user_ce1686,Muslims destroy unity.,hate_speech
2987,user_ce1687,Dalits are worthless drains.,hate_speech
2988,user_ce1688,Christians deceive all.,hate_speech
2989,user_ce1689,Blacks ruin society.,hate_speech
2990,user_ce1690,Women are fragile.,hate_speech
2991,user_ce1691,Tumhari baatein hamesha inspiring hoti hain.,safe
2992,user_ce1692,Always admire your selflessness.,safe
2993,user_ce1693,Really helpful suggestion.,safe
2994,user_ce1694,Bahut hi creative idea hai.,safe
2995,user_ce1695,Your positivity uplifts others.,safe
2996,user_ce1696,You’re a rotten donkey.,offensive
2997,user_ce1697,Nobody likes your lies.,offensive
2998,user_ce1698,Tu ek bekaar insan hai.,offensive
2999,user_ce1699,Hopeless fool of no use.,offensive
3000,user_ce1700,You’re pathetic and dumb.,offensive
3001,user_ce1701,Tumhara contribution hamesha valuable hota hai.,safe
3002,user_ce1702,Always amazed by your creativity.,safe
3003,user_ce1703,Really thoughtful insight.,safe
3004,user_ce1704,Bahut hi inspiring jawab hai.,safe
3005,user_ce1705,Your positivity spreads happiness.,safe
3006,user_ce1706,You’re a pathetic clown.,offensive
3007,user_ce1707,Nobody needs your trash.,offensive
3008,user_ce1708,Tu ek ganda insaan hai.,offensive
3009,user_ce1709,Hopeless parasite on earth.,offensive
3010,user_ce1710,You’re worthless filth.,offensive
3011,user_ce1711,Muslims only spread terrorism.,hate_speech
3012,user_ce1712,Dalits are uncultured filth.,hate_speech
3013,user_ce1713,Jews exploit every system.,hate_speech
3014,user_ce1714,Blacks ruin neighborhoods.,hate_speech
3015,user_ce1715,Transgenders corrupt morals.,hate_speech
3016,user_ce1716,Tumhari advice bohot helpful hai.,safe
3017,user_ce1717,Always admire your honesty.,safe
3018,user_ce1718,Really motivating story.,safe
3019,user_ce1719,Bahut accha perspective hai.,safe
3020,user_ce1720,Your dedication inspires everyone.,safe
3021,user_ce1721,You’re a shameless fool.,offensive
3022,user_ce1722,Nobody listens to your nonsense.,offensive
3023,user_ce1723,Tu ek ullu insaan hai.,offensive
3024,user_ce1724,Hopeless dirty creature.,offensive
3025,user_ce1725,You’re pathetic worm of society.,offensive
3026,user_ce1726,Muslims can never be peaceful.,hate_speech
3027,user_ce1727,Dalits weaken progress.,hate_speech
3028,user_ce1728,Christians spread lies.,hate_speech
3029,user_ce1729,Blacks bring violence.,hate_speech
3030,user_ce1730,Women should never lead.,hate_speech
3031,user_ce1731,Tumhari soch bohot inspiring hai.,safe
3032,user_ce1732,Always respect your knowledge.,safe
3033,user_ce1733,Really uplifting answer.,safe
3034,user_ce1734,Bahut hi accha effort hai.,safe
3035,user_ce1735,Your encouragement is priceless.,safe
3036,user_ce1736,You’re a worthless dog.,offensive
3037,user_ce1737,Nobody cares about your stupidity.,offensive
3038,user_ce1738,Tu ek ganda aadmi hai.,offensive
3039,user_ce1739,Hopeless shameless idiot.,offensive
3040,user_ce1740,You’re pathetic trash.,offensive
3041,user_ce1741,Muslims are destroyers of peace.,hate_speech
3042,user_ce1742,Dalits have no respect.,hate_speech
3043,user_ce1743,Jews ruin culture.,hate_speech
3044,user_ce1744,Blacks degrade harmony.,hate_speech
3045,user_ce1745,Transgenders confuse society.,hate_speech
3046,user_ce1746,Tumhara approach bohot constructive hai.,safe
3047,user_ce1747,Always admire your generosity.,safe
3048,user_ce1748,Really positive example.,safe
3049,user_ce1749,Bahut hi thoughtful opinion hai.,safe
3050,user_ce1750,Your kindness makes a difference.,safe
3051,user_ce1751,You’re a filthy rat.,offensive
3052,user_ce1752,Nobody values your words.,offensive
3053,user_ce1753,Tu ek bekar insaan hai.,offensive
3054,user_ce1754,Hopeless foolish trash.,offensive
3055,user_ce1755,You’re pathetic clown.,offensive
3056,user_ce1756,Muslims spread violence.,hate_speech
3057,user_ce1757,Dalits bring shame.,hate_speech
3058,user_ce1758,Christians manipulate society.,hate_speech
3059,user_ce1759,Blacks ruin families.,hate_speech
3060,user_ce1760,Women are weak leaders.,hate_speech
3061,user_ce1761,Tumhara hard work inspire karta hai.,safe
3062,user_ce1762,Always admire your humility.,safe
3063,user_ce1763,Really sensible suggestion.,safe
3064,user_ce1764,Bahut accha solution hai.,safe
3065,user_ce1765,Your ideas spread positivity.,safe
3066,user_ce1766,You’re a shameless idiot.,offensive
3067,user_ce1767,Nobody respects your opinion.,offensive
3068,user_ce1768,Tu ek nalayak hai.,offensive
3069,user_ce1769,Hopeless rotten soul.,offensive
3070,user_ce1770,You’re pathetic mess.,offensive
3071,user_ce1771,Muslims create destruction.,hate_speech
3072,user_ce1772,Dalits are worthless load.,hate_speech
3073,user_ce1773,Jews exploit businesses.,hate_speech
3074,user_ce1774,Blacks spread crime.,hate_speech
3075,user_ce1775,Transgenders spoil kids.,hate_speech
3076,user_ce1776,Tumhari leadership bohot inspiring hai.,safe
3077,user_ce1777,Always respect your vision.,safe
3078,user_ce1778,Really motivational talk.,safe
3079,user_ce1779,Bahut hi sensible baat kahi hai.,safe
3080,user_ce1780,Your optimism inspires all.,safe
3081,user_ce1781,You’re a disgusting insect.,offensive
3082,user_ce1782,Nobody trusts you.,offensive
3083,user_ce1783,Tu ek useless aadmi hai.,offensive
3084,user_ce1784,Hopeless garbage soul.,offensive
3085,user_ce1785,You’re pathetic scumbag.,offensive
3086,user_ce1786,Muslims ruin nations.,hate_speech
3087,user_ce1787,Dalits have no culture.,hate_speech
3088,user_ce1788,Christians destroy faith.,hate_speech
3089,user_ce1789,Blacks degrade systems.,hate_speech
3090,user_ce1790,Women don’t deserve power.,hate_speech
3091,user_ce1791,Tumhari guidance hamesha helpful hoti hai.,safe
3092,user_ce1792,Always admire your efforts.,safe
3093,user_ce1793,Really encouraging suggestion.,safe
3094,user_ce1794,Bahut hi accha observation hai.,safe
3095,user_ce1795,Your wisdom inspires.,safe
3096,user_ce1796,You’re a shameless dog.,offensive
3097,user_ce1797,Nobody wants your nonsense.,offensive
3098,user_ce1798,Tu ek useless creature hai.,offensive
3099,user_ce1799,Hopeless fool of trash.,offensive
3100,user_ce1800,You’re pathetic loser.,offensive
3101,user_ce1801,Tumhari clarity bohot inspiring hai.,safe
